Date,Ticker,Value,Name,IsMapped,Weight
2000-12-15,IMNM,12682437.00287873,Immunex Corporation,True,0.013142001802872599
2000-12-15,INTC,80537503.50225721,Intel Corporation,True,0.06686883297368908
2000-12-15,JDS Uniphase Corporation,19309376.317176733,JDS Uniphase Corporation,False,0.02000907698694512
2000-12-15,"MCI WorldCom, Inc.",63086593.55002436,"MCI WorldCom, Inc.",False,0.052379657967140225
2000-12-15,MSFT,186376833.23355973,Microsoft Corporation,True,0.12733590993945884
2000-12-15,"Maxim Integrated Products, Inc.",15535978.236050691,"Maxim Integrated Products, Inc.",False,0.016098944859037984
2000-12-15,NTL Incorporated,10583058.71189129,NTL Incorporated,False,0.010966549775883938
2000-12-15,NTRA,15804580.375993544,Altera Corporation,True,0.016377280151110254
2000-12-15,"Novell, Inc.",10823498.083305435,"Novell, Inc.",False,0.011215701784436316
2000-12-15,ORCL,34824119.34115225,Oracle Corporation,True,0.0360860171480443
2000-12-15,PAYX,14166937.666277312,"Paychex, Inc",True,0.014680295302010139
2000-12-15,POAI,18506562.06759965,"Apple Computer, Inc.",True,0.019177171706207755
2000-12-15,QUALCOMM Incorporated,47719210.46958267,QUALCOMM Incorporated,False,0.044
2000-12-15,Qwest Communications International Inc.,15042557.9452595,Qwest Communications International Inc.,False,0.015587644834470163
2000-12-15,September,1366.5406289022658,September,False,1.4160590275083392e-06
2000-12-15,"Sun Microsystems, Inc.",40771432.845989294,"Sun Microsystems, Inc.",False,0.04224883938678878
2000-12-15,"Tellabs, Inc.",16582708.708286839,"Tellabs, Inc.",False,0.01718360498785445
2000-12-15,VERITAS Software Corporation,17140755.638114814,VERITAS Software Corporation,False,0.017761873482799232
2000-12-15,WEAV,16058926.468775254,"Level 3 Communications, Inc.",True,0.016640842809385794
2000-12-15,"Xilinx, Inc.",17899337.449046325,"Xilinx, Inc.",False,0.018547943504249008
2000-12-15,Yahoo! Inc.,29111948.234958965,Yahoo! Inc.,False,0.030166858002300522
2001-03-16,ALGN,78338478.04444444,Linear Technology Corporation,True,0.014016412812692168
2001-03-16,AMAT,124164521.54220413,"Applied Materials, Inc.",True,0.022215662520767634
2001-03-16,AMGN,206648707.09078717,"Amgen, Inc.",True,0.03697383020576809
2001-03-16,AMZN,10353597.935222927,"Amazon.com, Inc.",True,0.0018524779441641624
2001-03-16,ATHM,9152264.398011494,At Home Corporation,True,0.0016375339319287694
2001-03-16,Applied Micro Circuits Corporation,110021227.5552545,Applied Micro Circuits Corporation,False,0.019685127692916058
2001-03-16,BIIB,34136099.57724977,"Biogen, Inc.",True,0.006107671165355643
2001-03-16,"BMC Software, Inc.",10953933.199487807,"BMC Software, Inc.",False,0.0019598906371345224
2001-03-16,CAPC,3994906.6082970817,"Costco Companies, Inc",True,0.0007147733983072294
2001-03-16,CIEN,131987572.44579083,Ciena Corporation,True,0.02361537200781136
2001-03-16,CMCSV,11645632.683193622,Comcast Corporation,True,0.002083650323918919
2001-03-16,CSCO,47925913.594950914,"Cisco Systems, Inc.",True,0.008574960940537273
2001-03-16,"Conexant Systems, Inc.",6569755.042504213,"Conexant Systems, Inc.",False,0.0011754683145843348
2001-03-16,Dell Computer Corporation,107045862.92618316,Dell Computer Corporation,False,0.019152771947050198
2001-03-16,FULO,185223553.5685959,Nextel Communications Corporation,True,0.03314041648828478
2001-03-16,GIB,11731188.953215163,"CMGI, Inc.",True,0.0020989581525782362
2001-03-16,GOLD,114583629.47687103,"WorldCom, Inc.",True,0.02050143802146899
2001-03-16,"Gemstar-TV Guide International, Inc.",136474570.45854083,"Gemstar-TV Guide International, Inc.",False,0.024418190980127274
2001-03-16,Global Crossing Ltd.,107850177.20916255,Global Crossing Ltd.,False,0.019296680806435842
2001-03-16,Global Crossings Ltd.,9947415.991047984,Global Crossings Ltd.,False,0.0017798033920317106
2001-03-16,IMNM,109542669.85851666,Immunex Corporation,True,0.019599503585841074
2001-03-16,INTC,435601209.6194218,Intel Corporation,True,0.07793828177603791
2001-03-16,JDS Uniphase Corporation,306791196.455348,JDS Uniphase Corporation,False,0.05489144241962781
2001-03-16,"MCI WorldCom, Inc.",40691480.77172404,"MCI WorldCom, Inc.",False,0.007280567694111047
2001-03-16,MSFT,556161754.4570277,Microsoft Corporation,True,0.09950911653757442
2001-03-16,"Maxim Integrated Products, Inc.",116289087.01282223,"Maxim Integrated Products, Inc.",False,0.02080658049366314
2001-03-16,NIU,145539123.53266296,"I2 Technologies, Inc.",True,0.026040031498618988
2001-03-16,NTL Incorporated,6826178.207569186,NTL Incorporated,False,0.0012213478494694607
2001-03-16,NTRA,97804126.36045335,Altera Corporation,True,0.017499229549431363
2001-03-16,"Network Appliance, Inc.",153733341.08457834,"Network Appliance, Inc.",False,0.027506150559797236
2001-03-16,"Novell, Inc.",6981263.995342875,"Novell, Inc.",False,0.0012490959813847163
2001-03-16,ORCL,253586465.95405915,Oracle Corporation,True,0.04537198933718457
2001-03-16,OSIS,233993825.1851852,"Siebel Systems, Inc.",True,0.04186645096111964
2001-03-16,PAYX,12289638.474965768,"Paychex, Inc",True,0.0021988765991360847
2001-03-16,"PMC-Sierra, Inc.",136847928.33110726,"PMC-Sierra, Inc.",False,0.024484992610684743
2001-03-16,POAI,11936916.73853514,"Apple Computer, Inc.",True,0.0021357672103754755
2001-03-16,QCOM,222319850.979801,"Qualcomm, Inc.",True,0.039777729738650236
2001-03-16,QUALCOMM Incorporated,30779365.72570141,QUALCOMM Incorporated,False,0.005507080388765024
2001-03-16,Qwest Communications International Inc.,9702599.60068545,Qwest Communications International Inc.,False,0.0017360005549547932
2001-03-16,SDL Incorporated,101227756.95860125,SDL Incorporated,False,0.018111789570760605
2001-03-16,September,1234.457186106712,September,False,2.2087053453156915e-07
2001-03-16,"Sun Microsystems, Inc.",294504793.4513474,"Sun Microsystems, Inc.",False,0.05269314471476978
2001-03-16,"Tellabs, Inc.",10696012.172717704,"Tellabs, Inc.",False,0.0019137431030679017
2001-03-16,VERITAS Software Corporation,11055957.996972878,VERITAS Software Corporation,False,0.001978145034135582
2001-03-16,VPER,165629473.53533426,"Juniper Networks, Inc.",True,0.029634620597339446
2001-03-16,VRSN,95791756.28604355,"Verisign, Inc.",True,0.017139173924163364
2001-03-16,Veritas Software Corporation,212973798.95571372,Veritas Software Corporation,False,0.038105523096287536
2001-03-16,VoiceStream Wireless Corporation,97391703.473004,VoiceStream Wireless Corporation,False,0.017425438360373375
2001-03-16,WEAV,10358167.41476995,"Level 3 Communications, Inc.",True,0.0018532955208297936
2001-03-16,"Xilinx, Inc.",136246066.87833515,"Xilinx, Inc.",False,0.024377306850268076
2001-03-16,Yahoo Inc.,88232034.23823516,Yahoo Inc.,False,0.01578657954632547
2001-03-16,Yahoo! Inc.,18777496.377117366,Yahoo! Inc.,False,0.0033596917808537074
2001-06-15,ALGN,84510596.93476336,Linear Technology Corporation,True,0.01425996295651985
2001-06-15,AMAT,140046400.5575773,"Applied Materials, Inc.",True,0.023630841061110835
2001-06-15,AMGN,222170132.1806053,"Amgen, Inc.",True,0.03748805439613857
2001-06-15,AMZN,11756039.142712327,"Amazon.com, Inc.",True,0.0019836646381741073
2001-06-15,ATHM,9463263.985374585,At Home Corporation,True,0.001596791393905066
2001-06-15,Applied Micro Circuits Corporation,113759816.7046566,Applied Micro Circuits Corporation,False,0.019195353375637988
2001-06-15,BIIB,51780473.12497109,"Biogen, Inc.",True,0.008737219418804322
2001-06-15,"BMC Software, Inc.",11326154.603601059,"BMC Software, Inc.",False,0.001911127727707845
2001-06-15,CAPC,6880116.9561095815,"Costco Companies, Inc",True,0.0011609220203045235
2001-06-15,CIEN,100316806.91361511,Ciena Corporation,True,0.016927036400047783
2001-06-15,CMCSV,12041358.462252436,Comcast Corporation,True,0.0020318082210500172
2001-06-15,CSCO,40023409.46625023,"Cisco Systems, Inc.",True,0.006753381908104639
2001-06-15,"Conexant Systems, Inc.",6792999.369639181,"Conexant Systems, Inc.",False,0.00114622216489008
2001-06-15,Dell Computer Corporation,110683347.35093406,Dell Computer Corporation,False,0.01867624286628001
2001-06-15,FULO,188728478.218386,Nextel Communications Corporation,True,0.031845250250829786
2001-06-15,GIB,17041727.692983653,"CMGI, Inc.",True,0.0028755495101358305
2001-06-15,GOLD,118477251.85666314,"WorldCom, Inc.",True,0.019991353557358704
2001-06-15,"Gemstar-TV Guide International, Inc.",141112060.5104435,"Gemstar-TV Guide International, Inc.",False,0.02381065604293908
2001-06-15,Global Crossing Ltd.,111514992.72917455,Global Crossing Ltd.,False,0.018816571212272225
2001-06-15,Global Crossings Ltd.,10285435.319818368,Global Crossings Ltd.,False,0.0017355211295633185
2001-06-15,IMNM,113264997.3223137,Immunex Corporation,True,0.019111859632624614
2001-06-15,INTC,432825169.32040274,Intel Corporation,True,0.07303310004924955
2001-06-15,JDS Uniphase Corporation,317216150.47273546,JDS Uniphase Corporation,False,0.05352572007558854
2001-06-15,"MCI WorldCom, Inc.",42074202.37796925,"MCI WorldCom, Inc.",False,0.007099424085219792
2001-06-15,MSFT,693335672.4367913,Microsoft Corporation,True,0.11699054750511934
2001-06-15,"Maxim Integrated Products, Inc.",120240661.89123987,"Maxim Integrated Products, Inc.",False,0.02028890395556061
2001-06-15,NIU,150484632.6870618,"I2 Technologies, Inc.",True,0.02539214448218246
2001-06-15,NTL Incorporated,7058135.951958889,NTL Incorporated,False,0.001190960197508828
2001-06-15,NTRA,101127570.8784152,Altera Corporation,True,0.01706384130409378
2001-06-15,"Network Appliance, Inc.",158957294.80379575,"Network Appliance, Inc.",False,0.026821785879947057
2001-06-15,"Novell, Inc.",7218491.650424186,"Novell, Inc.",False,0.001218017944145586
2001-06-15,ORCL,270492364.78648275,Oracle Corporation,True,0.045641744843598876
2001-06-15,OSIS,248747339.00426793,"Siebel Systems, Inc.",True,0.04197258058030162
2001-06-15,PAYX,13392646.645858878,"Paychex, Inc",True,0.0022598189101318317
2001-06-15,"PMC-Sierra, Inc.",141498105.31372535,"PMC-Sierra, Inc.",False,0.02387579562062548
2001-06-15,POAI,12342540.529394872,"Apple Computer, Inc.",True,0.0020826284172904314
2001-06-15,QCOM,218066681.72531042,"Qualcomm, Inc.",True,0.036795655411765174
2001-06-15,QUALCOMM Incorporated,31825267.551054116,QUALCOMM Incorporated,False,0.0053700618954293945
2001-06-15,Qwest Communications International Inc.,10032299.917562012,Qwest Communications International Inc.,False,0.0016928081256314465
2001-06-15,SDL Incorporated,104667538.55523612,SDL Incorporated,False,0.017661160572560328
2001-06-15,September,1276.4048024343176,September,False,2.1537518205305969e-07
2001-06-15,"Sun Microsystems, Inc.",304512247.9190878,"Sun Microsystems, Inc.",False,0.05138211694901147
2001-06-15,"Tellabs, Inc.",11059469.261311924,"Tellabs, Inc.",False,0.0018661283638407849
2001-06-15,VERITAS Software Corporation,11431646.266611295,VERITAS Software Corporation,False,0.0019289279475774178
2001-06-15,VPER,171257665.17016584,"Juniper Networks, Inc.",True,0.028897298681156012
2001-06-15,VRSN,141440155.89741266,"Verisign, Inc.",True,0.02386601747965922
2001-06-15,Veritas Software Corporation,220210779.959974,Veritas Software Corporation,False,0.0371574415369424
2001-06-15,VoiceStream Wireless Corporation,100701133.60695791,VoiceStream Wireless Corporation,False,0.01699188607108372
2001-06-15,WEAV,10710144.330180215,"Level 3 Communications, Inc.",True,0.001807184743059449
2001-06-15,"Xilinx, Inc.",140875792.2376913,"Xilinx, Inc.",False,0.02377078912755274
2001-06-15,Yahoo Inc.,91230213.16390727,Yahoo Inc.,False,0.01539380275868797
2001-06-15,Yahoo! Inc.,19415567.281872287,Yahoo! Inc.,False,0.003276101225897617
2001-09-21,ALGN,35133620.909080505,Linear Technology Corporation,True,0.010044707993504135
2001-09-21,AMAT,82046811.98731884,"Applied Materials, Inc.",True,0.023457197034808024
2001-09-21,AMGN,156158563.63195232,"Amgen, Inc.",True,0.04464575901320178
2001-09-21,Applied Micro Circuits Corporation,75279053.44936107,Applied Micro Circuits Corporation,False,0.02152229375625752
2001-09-21,CIEN,26341282.66152576,Ciena Corporation,True,0.0075309770431602335
2001-09-21,Dell Computer Corporation,73243240.56197338,Dell Computer Corporation,False,0.020940254517087135
2001-09-21,FULO,132830819.9325062,Nextel Communications Corporation,True,0.03797635325469425
2001-09-21,GOLD,78400753.74071938,"WorldCom, Inc.",True,0.02241478838273158
2001-09-21,"Gemstar-TV Guide International, Inc.",93379038.86654487,"Gemstar-TV Guide International, Inc.",False,0.026697082562477742
2001-09-21,Global Crossing Ltd.,73793570.88680166,Global Crossing Ltd.,False,0.02109759404742407
2001-09-21,IMNM,74951613.27048069,Immunex Corporation,True,0.0214286785552879
2001-09-21,INTC,301977177.185063,Intel Corporation,True,0.05680312835266509
2001-09-21,JDS Uniphase Corporation,209913590.21291506,JDS Uniphase Corporation,False,0.046618579043287874
2001-09-21,MSFT,506699618.0568504,Microsoft Corporation,True,0.09531224746528073
2001-09-21,"Maxim Integrated Products, Inc.",79567666.99789068,"Maxim Integrated Products, Inc.",False,0.02274840907478513
2001-09-21,NIU,99581214.48777862,"I2 Technologies, Inc.",True,0.028470285592160954
2001-09-21,NTRA,66919831.92206258,Altera Corporation,True,0.01913239094743472
2001-09-21,"Network Appliance, Inc.",105187886.5343756,"Network Appliance, Inc.",False,0.030073234051960985
2001-09-21,ORCL,194033118.68012553,Oracle Corporation,True,0.04309177062347513
2001-09-21,OSIS,513993240.20652485,"Siebel Systems, Inc.",True,0.09668420729014492
2001-09-21,"PMC-Sierra, Inc.",93634498.90702254,"PMC-Sierra, Inc.",False,0.026770118630045248
2001-09-21,QCOM,198359024.69054565,"Qualcomm, Inc.",True,0.04405248779798514
2001-09-21,SDL Incorporated,69262358.69181171,SDL Incorporated,False,0.019802119735992777
2001-09-21,September,844.6439887902964,September,False,2.4148385524574016e-07
2001-09-21,"Sun Microsystems, Inc.",201506950.79440787,"Sun Microsystems, Inc.",False,0.044751593757472945
2001-09-21,VPER,113327493.86743669,"Juniper Networks, Inc.",True,0.03240034912654905
2001-09-21,VRSN,108105327.40804946,"Verisign, Inc.",True,0.030907330877340964
2001-09-21,Veritas Software Corporation,145721569.8384103,Veritas Software Corporation,False,0.04166182077189603
2001-09-21,VoiceStream Wireless Corporation,66637642.70023766,VoiceStream Wireless Corporation,False,0.019051713002526033
2001-09-21,"Xilinx, Inc.",93222691.46332183,"Xilinx, Inc.",False,0.026652382814194405
2001-09-21,Yahoo Inc.,60370386.41502363,Yahoo Inc.,False,0.01725990340031228
2001-12-21,ALGN,279159934.4764178,Linear Technology Corporation,True,0.025470583569205202
2001-12-21,AMAT,206936221.38977626,"Applied Materials, Inc.",True,0.018880883928739777
2001-12-21,AMGN,196089437.73638746,"Amgen, Inc.",True,0.01789122217796276
2001-12-21,Applied Micro Circuits Corporation,244946943.01621497,Applied Micro Circuits Corporation,False,0.022348986411024133
2001-12-21,CIEN,359896196.28359824,Ciena Corporation,True,0.032836969104729594
2001-12-21,Dell Computer Corporation,238322707.98044807,Dell Computer Corporation,False,0.021744590467254448
2001-12-21,FULO,84128137.21593039,Nextel Communications Corporation,True,0.007675860626270963
2001-12-21,GOLD,255104495.5935121,"WorldCom, Inc.",True,0.023275762641516824
2001-12-21,"Gemstar-TV Guide International, Inc.",130777042.92788135,"Gemstar-TV Guide International, Inc.",False,0.01193211198833235
2001-12-21,Global Crossing Ltd.,240113401.73307988,Global Crossing Ltd.,False,0.0219079735650432
2001-12-21,IMNM,243881500.9421939,Immunex Corporation,True,0.022251775357312577
2001-12-21,INTC,936687323.7092599,Intel Corporation,True,0.08546345592715163
2001-12-21,Inc.,303841627.4394139,Inc.,False,0.02772254398903602
2001-12-21,JDS Uniphase Corporation,683027879.1270909,JDS Uniphase Corporation,False,0.06231953990114291
2001-12-21,MSFT,842442331.1014254,Microsoft Corporation,True,0.07686453228612407
2001-12-21,"Maxim Integrated Products, Inc.",258901459.3173118,"Maxim Integrated Products, Inc.",False,0.023622198035326714
2001-12-21,NIU,324022592.6463269,"I2 Technologies, Inc.",True,0.029563857506228156
2001-12-21,NTRA,217747268.4017558,Altera Corporation,True,0.019867285064367256
2001-12-21,"Network Appliance, Inc.",342265877.0047336,"Network Appliance, Inc.",False,0.031228376806603713
2001-12-21,ORCL,624832247.8640147,Oracle Corporation,True,0.057009764011458255
2001-12-21,OSIS,572243651.5400164,"Siebel Systems, Inc.",True,0.052211574615226145
2001-12-21,"PMC-Sierra, Inc.",304672856.7536864,"PMC-Sierra, Inc.",False,0.02779838544441557
2001-12-21,QCOM,422497839.343135,"Qualcomm, Inc.",True,0.03854875000232893
2001-12-21,SDL Incorporated,225369505.19794083,SDL Incorporated,False,0.020562738800110635
2001-12-21,September,2748.347030298124,September,False,2.507594896942447e-07
2001-12-21,"Sun Microsystems, Inc.",655673913.6845243,"Sun Microsystems, Inc.",False,0.05982376104211434
2001-12-21,VPER,368750959.40453905,"Juniper Networks, Inc.",True,0.03364487867986417
2001-12-21,VRSN,207000906.01256976,"Verisign, Inc.",True,0.018886785760940713
2001-12-21,Veritas Software Corporation,474156507.39356405,Veritas Software Corporation,False,0.043262092639122805
2001-12-21,VoiceStream Wireless Corporation,216829066.27153593,VoiceStream Wireless Corporation,False,0.01978350819955658
2001-12-21,"Xilinx, Inc.",303332896.0365441,"Xilinx, Inc.",False,0.02767612727907591
2001-12-21,Yahoo Inc.,196436338.17759144,Yahoo Inc.,False,0.01792287341292401
2002-03-15,ALGN,302609165.15755296,Linear Technology Corporation,True,0.015799752919838164
2002-03-15,AMAT,324256610.9241688,"Applied Materials, Inc.",True,0.016930003863427575
2002-03-15,AMGN,1427997664.2773569,"Amgen, Inc.",True,0.07455825157820774
2002-03-15,Applied Micro Circuits Corporation,230987239.02255037,Applied Micro Circuits Corporation,False,0.012060247092290708
2002-03-15,BBBY-WT,221213901.27853018,"Bed Bath & Beyond, Inc.",True,0.011549964062768944
2002-03-15,BIIB,275262188.4235954,"Biogen, Inc.",True,0.014371919512095434
2002-03-15,BNSOF,190806524.46758804,Flextronics International Ltd.,True,0.00996234182302889
2002-03-15,"Biomet, Inc",236990101.08643603,"Biomet, Inc",False,0.012373667002662169
2002-03-15,CIEN,223220441.23824513,Ciena Corporation,True,0.011654729017824989
2002-03-15,CMCSV,359182902.4578147,Comcast Corporation,True,0.018753566531632064
2002-03-15,COST,179891636.9642443,Costco Wholesale Corporation,True,0.009392456487233216
2002-03-15,CSCO,627172549.988224,"Cisco Systems, Inc.",True,0.03274577398460353
2002-03-15,CTAS,185518830.90588158,Cintas Corporation,True,0.009686262108961789
2002-03-15,Chiron Corporation,263060737.79843092,Chiron Corporation,False,0.013734860469151927
2002-03-15,"Concord EFS, Inc.",310099864.60930055,"Concord EFS, Inc.",False,0.0161908554182465
2002-03-15,Dell Computer Corporation,396245846.49001396,Dell Computer Corporation,False,0.020688687557743928
2002-03-15,EBAY,211966650.7464832,eBay Inc.,True,0.011067148965221865
2002-03-15,FISV,205619147.2468819,"Fiserv, Inc.",True,0.010735734723689248
2002-03-15,FULO,154138094.439105,Nextel Communications Corporation,True,0.008047819061939456
2002-03-15,GOLD,713127101.7043009,"WorldCom, Inc.",True,0.03723361122093573
2002-03-15,Genzyme General,263958522.83404765,Genzyme General,False,0.013781735393546523
2002-03-15,Global Crossing Ltd.,226429164.76391804,Global Crossing Ltd.,False,0.011822262076076244
2002-03-15,IMNM,305551799.9386242,Immunex Corporation,True,0.015953393020097656
2002-03-15,INTC,1008891647.5386118,Intel Corporation,True,0.05267599461404039
2002-03-15,INTU,216173899.5626842,"Intuit, Inc.",True,0.011286816772486222
2002-03-15,Inc.,189990564.59562215,Inc.,False,0.009919739133309126
2002-03-15,JDS Uniphase Corporation,191411038.88437375,JDS Uniphase Corporation,False,0.009993904576314043
2002-03-15,MSFT,2161918555.210454,Microsoft Corporation,True,0.1128775428442641
2002-03-15,"Maxim Integrated Products, Inc.",358847653.72042865,"Maxim Integrated Products, Inc.",False,0.01873606260965194
