Date,Ticker,Name,Value,IsMapped,Weight
2000-06-30,"Tellabs, Inc.","Tellabs, Inc.",24257482.0,False,0.014687654176206858
2000-06-30,WEAV,"Level 3 Communications, Inc.",23491284.0,True,0.014223729220826025
2000-06-30,NTRA,Altera Corporation,23119222.0,True,0.013998449532352675
2000-06-30,ALGN,Linear Technology Corporation,22912226.0,True,0.013873115597698694
2000-06-30,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc.",22726306.0,False,0.013760542962812669
2000-06-30,Global Crossings Ltd.,Global Crossings Ltd.,22559741.0,False,0.013659689580014739
2000-06-30,Qwest Communications International Inc.,Qwest Communications International Inc.,22004522.0,False,0.013323510224545799
2000-06-30,ATHM,At Home Corporation,20756417.0,True,0.01256779557058482
2000-06-30,IMNM,Immunex Corporation,18552095.0,True,0.011233101424300196
2000-06-30,CAPC,"Costco Companies, Inc",15957432.0,True,0.009662059844312652
2000-06-30,"Novell, Inc.","Novell, Inc.",15832806.0,False,0.009586600091756143
2000-06-30,NTL Incorporated,NTL Incorporated,15481087.0,False,0.009373637879140617
2000-06-30,PAYX,"Paychex, Inc",15210673.0,True,0.009209905002150137
2000-06-30,"Conexant Systems, Inc.","Conexant Systems, Inc.",14899545.0,False,0.009021520219733936
2000-09-30,September,September,1898.7146036624338,False,1.5008608658220378e-06
2000-09-30,MSFT,Microsoft Corporation,228530751.4111033,True,0.13263770369577418
2000-09-30,INTC,Intel Corporation,103149259.54128695,True,0.059867133149464645
2000-09-30,CSCO,"Cisco Systems, Inc.",132810428.38687155,True,0.07708227509565191
2000-09-30,"MCI WorldCom, Inc.","MCI WorldCom, Inc.",87654500.66784249,False,0.050874079813739516
2000-09-30,Dell Computer Corporation,Dell Computer Corporation,70740386.24284585,False,0.04656341281209806
2000-09-30,QUALCOMM Incorporated,QUALCOMM Incorporated,66302574.4551924,False,0.04364231394303724
2000-09-30,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",56649113.33013771,False,0.044778945248918026
2000-09-30,FULO,"Nextel Communications, Inc.",23734961.670156956,True,0.018761574306012933
2000-09-30,ORCL,Oracle Corporation,48006988.279816546,True,0.03794767779010759
2000-09-30,Yahoo! Inc.,Yahoo! Inc.,40449058.07095082,False,0.03197342465315882
2000-09-30,AMGN,Amgen Inc.,36691535.42072954,True,0.029003247520018875
2000-09-30,AMZN,"Amazon.com, Inc.",36178764.72813105,True,0.028597922009709394
2000-09-30,AMAT,"Applied Materials, Inc.",18811634.62462437,True,0.014869873637555445
2000-09-30,JDS Uniphase Corporation,JDS Uniphase Corporation,26829055.811160315,False,0.02120733671940763
2000-09-30,BIIB,"Biogen, Inc.",41462061.20730241,True,0.032774164670311697
2000-09-30,POAI,"Apple Computer, Inc.",25713600.39954568,True,0.020325612119179375
2000-09-30,CMCSV,Comcast Corporation,25086138.386877738,True,0.01982962753161327
2000-09-30,"Xilinx, Inc.","Xilinx, Inc.",24869903.38347035,False,0.0196587020782518
2000-09-30,VERITAS Software Corporation,VERITAS Software Corporation,23815905.915685315,False,0.018825557618825015
2000-09-30,"BMC Software, Inc.","BMC Software, Inc.",23596131.83743388,False,0.018651834662919246
2000-09-30,GIB,"CMGI, Inc.",23064836.594090432,True,0.018231866207737268
2000-09-30,"Tellabs, Inc.","Tellabs, Inc.",23040537.929704163,False,0.018212659048115303
2000-09-30,WEAV,"Level 3 Communications, Inc.",22312778.38398283,True,0.01763739311831485
2000-09-30,NTRA,Altera Corporation,21959381.909311567,True,0.017358046797424663
2000-09-30,ALGN,Linear Technology Corporation,21762770.43952682,True,0.01720263299263142
2000-09-30,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc.",21586177.63356738,False,0.017063043171634106
2000-09-30,Global Crossings Ltd.,Global Crossings Ltd.,21427968.830186173,False,0.016937985197589257
2000-09-30,Qwest Communications International Inc.,Qwest Communications International Inc.,20900603.93597364,False,0.01652112353222615
2000-09-30,ATHM,At Home Corporation,19715113.595601402,True,0.015584039014498882
2000-09-30,IMNM,Immunex Corporation,17621377.541287053,True,0.013929021192852775
2000-09-30,CAPC,"Costco Companies, Inc",17333455.814537443,True,0.013701430141904489
2000-09-30,"Novell, Inc.","Novell, Inc.",15038509.239196701,False,0.01188736314234735
2000-09-30,NTL Incorporated,NTL Incorporated,14704435.201334996,False,0.011623290464575435
2000-09-30,PAYX,"Paychex, Inc",19038903.1989215,True,0.015049520704331982
2000-09-30,"Conexant Systems, Inc.","Conexant Systems, Inc.",14152067.873649623,False,0.011186665337195804
2000-12-31,September,September,1248.8734880980749,False,1.4462167009878535e-06
2000-12-31,MSFT,Microsoft Corporation,164352623.7646762,True,0.13697679167027335
2000-12-31,INTC,Intel Corporation,74640690.05207388,True,0.06220796490616045
2000-12-31,CSCO,"Cisco Systems, Inc.",91945677.39576842,True,0.07663050098704426
2000-12-31,"MCI WorldCom, Inc.","MCI WorldCom, Inc.",57654468.86298121,False,0.04805109884714956
2000-12-31,Dell Computer Corporation,Dell Computer Corporation,46529263.92734201,False,0.044392676800407496
2000-12-31,QUALCOMM Incorporated,QUALCOMM Incorporated,43610307.346885405,False,0.05050147626748726
2000-12-31,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",37260774.013012335,False,0.04314860887263934
2000-12-31,FULO,"Nextel Communications, Inc.",16614472.16623038,True,0.01923984082766698
2000-12-31,ORCL,Oracle Corporation,35433729.37555827,True,0.041032860165249964
2000-12-31,Yahoo! Inc.,Yahoo! Inc.,26605239.221265804,False,0.030809318687810956
2000-12-31,AMGN,Amgen Inc.,33596277.88542816,True,0.03890506014578754
2000-12-31,AMZN,"Amazon.com, Inc.",14647987.44600585,True,0.016962618137194744
2000-12-31,AMAT,"Applied Materials, Inc.",12111600.80946979,True,0.01402543935257089
2000-12-31,JDS Uniphase Corporation,JDS Uniphase Corporation,17646726.079123076,False,0.020435208383078038
2000-12-31,BIIB,"Biogen, Inc.",44820255.41896042,True,0.04276214461575481
2000-12-31,POAI,"Apple Computer, Inc.",16913038.83195388,True,0.01958558609525623
2000-12-31,CMCSV,Comcast Corporation,16500327.689953854,True,0.01910765958634043
2000-12-31,"Xilinx, Inc.","Xilinx, Inc.",16358099.804607954,False,0.018942957280547488
2000-12-31,VERITAS Software Corporation,VERITAS Software Corporation,15664836.32440919,False,0.018140146401140242
2000-12-31,"BMC Software, Inc.","BMC Software, Inc.",15520280.623847356,False,0.017972748445808588
2000-12-31,GIB,"CMGI, Inc.",12188736.0,True,0.014114763212707084
2000-12-31,"Tellabs, Inc.","Tellabs, Inc.",15154840.499157712,False,0.01754956257744484
2000-12-31,WEAV,"Level 3 Communications, Inc.",14676158.973978236,True,0.016995241244846793
2000-12-31,NTRA,Altera Corporation,14443713.56741058,True,0.01672606551788184
2000-12-31,ALGN,Linear Technology Corporation,14314392.998855129,True,0.016576310104056087
2000-12-31,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc.",14198239.642723465,False,0.016441802545753104
2000-12-31,Global Crossings Ltd.,Global Crossings Ltd.,14094178.305782467,False,0.016321297750955685
2000-12-31,Qwest Communications International Inc.,Qwest Communications International Inc.,13747305.724897861,False,0.015919613413534085
2000-12-31,ATHM,At Home Corporation,12967553.226217197,True,0.015016646782425308
2000-12-31,IMNM,Immunex Corporation,11590404.999588221,True,0.013421885756534892
2000-12-31,CAPC,"Costco Companies, Inc",6214298.776503304,True,0.0071962634815750754
2000-12-31,"Novell, Inc.","Novell, Inc.",9891531.593596863,False,0.011454561511105897
2000-12-31,NTL Incorporated,NTL Incorporated,9671795.458349055,False,0.011200103336091016
2000-12-31,PAYX,"Paychex, Inc",17663260.0287265,True,0.02045435497741097
2000-12-31,"Conexant Systems, Inc.","Conexant Systems, Inc.",9308477.606415322,False,0.010779375095607835
2001-03-31,September,September,1173.0342572725547,False,2.3138054856536572e-07
2001-03-31,MSFT,Microsoft Corporation,557435622.7902435,True,0.1099539586260475
2001-03-31,INTC,Intel Corporation,411184147.84077746,True,0.08110591237974027
2001-03-31,ORCL,Oracle Corporation,263820089.96042073,True,0.05203840958535874
2001-03-31,JDS Uniphase Corporation,JDS Uniphase Corporation,291526176.30000836,False,0.05750342428216623
2001-03-31,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",279851108.2745198,False,0.05520052167934154
2001-03-31,QCOM,"Qualcomm, Inc.",250213149.8294229,True,0.04935444596512592
2001-03-31,Veritas Software Corporation,Veritas Software Corporation,202376854.2872203,False,0.03991875537444775
2001-03-31,OSIS,"Siebel Systems, Inc.",202265848.8888889,True,0.03989685960303238
2001-03-31,VPER,"Juniper Networks, Inc.",157388242.10155302,True,0.031044769212340683
2001-03-31,FULO,Nextel Communications Corporation,219296163.109735,True,0.04325608242387482
2001-03-31,"Network Appliance, Inc.","Network Appliance, Inc.",146084025.9239155,False,0.02881501699149355
2001-03-31,CIEN,Ciena Corporation,104340471.47193877,True,0.02058111719846951
2001-03-31,NIU,"I2 Technologies, Inc.",138297528.33767205,True,0.0272791333872952
2001-03-31,"PMC-Sierra, Inc.","PMC-Sierra, Inc.",130038781.23586175,False,0.025650098750811014
2001-03-31,"Gemstar-TV Guide International, Inc.","Gemstar-TV Guide International, Inc.",129684000.54385245,False,0.025580118398039066
2001-03-31,"Xilinx, Inc.","Xilinx, Inc.",129466866.62417713,False,0.025537288817287146
2001-03-31,VRSN,"Verisign, Inc.",100025653.01764753,True,0.01973002094554746
2001-03-31,AMGN,"Amgen, Inc.",167775654.7598275,True,0.03309368229748337
2001-03-31,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc.",110502886.89493474,False,0.02179665123101838
2001-03-31,GOLD,"WorldCom, Inc.",108882287.86848827,True,0.021476988706740918
2001-03-31,Applied Micro Circuits Corporation,Applied Micro Circuits Corporation,104546897.53682254,False,0.0206218346590508
2001-03-31,IMNM,Immunex Corporation,104092151.4519256,True,0.020532136171620387
2001-03-31,Global Crossing Ltd.,Global Crossing Ltd.,102483872.21776612,False,0.02021490372155423
2001-03-31,Dell Computer Corporation,Dell Computer Corporation,101719578.22833742,False,0.020064147030994822
2001-03-31,SDL Incorporated,SDL Incorporated,96190963.96028009,False,0.018973630028427703
2001-03-31,ALGN,Linear Technology Corporation,68842904.94814815,True,0.013579236081964454
2001-03-31,NTRA,Altera Corporation,92937683.06802009,True,0.018331921644532276
2001-03-31,VoiceStream Wireless Corporation,VoiceStream Wireless Corporation,92545781.12042226,False,0.018254619138610702
2001-03-31,AMAT,"Applied Materials, Inc.",122060106.30396332,True,0.024076308240327696
2001-03-31,Yahoo Inc.,Yahoo Inc.,83841869.86404555,False,0.016537776046707062
2001-06-30,September,September,1369.288765199641,False,2.3217801257173146e-07
2001-06-30,MSFT,Microsoft Corporation,744097133.951486,True,0.12616987600565668
2001-06-30,INTC,Intel Corporation,457374786.3621201,True,0.07755293959670703
2001-06-30,ORCL,Oracle Corporation,342623499.5843684,True,0.058095593285812035
2001-06-30,JDS Uniphase Corporation,JDS Uniphase Corporation,340299966.0874021,False,0.05770161255422338
2001-06-30,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",326671600.69131064,False,0.055390772888636454
2001-06-30,QCOM,"Qualcomm, Inc.",258410116.99077678,True,0.04381628544407114
2001-06-30,Veritas Software Corporation,Veritas Software Corporation,236235515.88020536,False,0.04005633725325052
2001-06-30,OSIS,"Siebel Systems, Inc.",236056145.45993382,True,0.04002592302014555
2001-06-30,VPER,"Juniper Networks, Inc.",183720083.4912223,True,0.03115176647804117
2001-06-30,FULO,Nextel Communications Corporation,175436934.90015855,True,0.02974726727627556
2001-06-30,"Network Appliance, Inc.","Network Appliance, Inc.",170524615.3150268,False,0.028914329310683766
2001-06-30,CIEN,Ciena Corporation,94968572.8367347,True,0.016102968970750278
2001-06-30,NIU,"I2 Technologies, Inc.",161435397.6736873,True,0.02737315221098673
2001-06-30,"PMC-Sierra, Inc.","PMC-Sierra, Inc.",151794920.80694363,False,0.02573850302956446
2001-06-30,"Gemstar-TV Guide International, Inc.","Gemstar-TV Guide International, Inc.",151380783.5277753,False,0.025668281486196178
2001-06-30,"Xilinx, Inc.","Xilinx, Inc.",151127322.01553738,False,0.02562530429126809
2001-06-30,VRSN,"Verisign, Inc.",169383831.23216787,True,0.02872089678727222
2001-06-30,AMGN,"Amgen, Inc.",169148509.26753515,True,0.0286809953527089
2001-06-30,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc.",128990573.47155018,False,0.021871774420602893
2001-06-30,GOLD,"WorldCom, Inc.",127098840.10907683,True,0.021551010164313485
2001-06-30,Applied Micro Circuits Corporation,Applied Micro Circuits Corporation,122038117.25541708,False,0.020692908787743915
2001-06-30,IMNM,Immunex Corporation,121507289.87232281,True,0.020602901150233274
2001-06-30,Global Crossing Ltd.,Global Crossing Ltd.,119629937.46510597,False,0.020284575343520902
2001-06-30,Dell Computer Corporation,Dell Computer Corporation,118737773.26227385,False,0.020133299062895755
2001-06-30,SDL Incorporated,SDL Incorporated,112284194.12983222,False,0.019039023541891072
2001-06-30,ALGN,Linear Technology Corporation,74445294.52387244,True,0.01262302077337926
2001-06-30,NTRA,Altera Corporation,108486623.04595958,True,0.018395103479693763
2001-06-30,VoiceStream Wireless Corporation,VoiceStream Wireless Corporation,108029153.9391721,False,0.01831753454702864
2001-06-30,AMAT,"Applied Materials, Inc.",137773621.1973076,True,0.023361037034242832
2001-06-30,Yahoo Inc.,Yahoo Inc.,97869034.72461268,False,0.016594774274191426
2001-09-30,September,September,868.3150097010645,False,2.450915376221561e-07
2001-09-30,MSFT,Microsoft Corporation,521581616.19426936,True,0.09469508952874285
2001-09-30,INTC,Intel Corporation,319814292.0705008,True,0.05806347861943745
2001-09-30,ORCL,Oracle Corporation,226852832.65357164,True,0.049090309369582155
2001-09-30,JDS Uniphase Corporation,JDS Uniphase Corporation,215796387.04723665,False,0.04669772590922131
2001-09-30,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",207154152.82179815,False,0.044827570942194556
2001-09-30,QCOM,"Qualcomm, Inc.",210068634.38446787,True,0.04545825648352031
2001-09-30,Veritas Software Corporation,Veritas Software Corporation,149805394.94410387,False,0.042284233464517734
2001-09-30,OSIS,"Siebel Systems, Inc.",501936575.32479745,True,0.09112845902227659
2001-09-30,VPER,"Juniper Networks, Inc.",116503479.86000031,True,0.0328843987472354
2001-09-30,FULO,Nextel Communications Corporation,107768400.66105498,True,0.030418825806307115
2001-09-30,"Network Appliance, Inc.","Network Appliance, Inc.",108135761.25409125,False,0.030522517406248527
2001-09-30,CIEN,Ciena Corporation,25716489.41917882,True,0.007258764231382282
2001-09-30,NIU,"I2 Technologies, Inc.",102371963.06557395,True,0.028895621470113736
2001-09-30,"PMC-Sierra, Inc.","PMC-Sierra, Inc.",96258591.6739311,False,0.027170054622030718
2001-09-30,"Gemstar-TV Guide International, Inc.","Gemstar-TV Guide International, Inc.",95995972.40419205,False,0.027095927421751508
2001-09-30,"Xilinx, Inc.","Xilinx, Inc.",95835243.38847885,False,0.027050559875225734
2001-09-30,VRSN,"Verisign, Inc.",118266696.07578428,True,0.03338208607114287
2001-09-30,AMGN,"Amgen, Inc.",163824306.88298616,True,0.04624122677282546
2001-09-30,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc.",81797538.91354308,False,0.023088262165282997
2001-09-30,GOLD,"WorldCom, Inc.",80597923.08762312,True,0.022749657299484565
2001-09-30,Applied Micro Circuits Corporation,Applied Micro Circuits Corporation,77388737.61451419,False,0.021843829122692202
2001-09-30,IMNM,Immunex Corporation,77052120.9738059,True,0.0217488153441226
2001-09-30,Global Crossing Ltd.,Global Crossing Ltd.,75861624.62627535,False,0.02141278455219805
2001-09-30,Dell Computer Corporation,Dell Computer Corporation,75295871.37675959,False,0.02125309442558572
2001-09-30,SDL Incorporated,SDL Incorporated,71203425.89016011,False,0.02009795631817142
2001-09-30,ALGN,Linear Technology Corporation,20700349.983823817,True,0.005842903266867178
2001-09-30,NTRA,Altera Corporation,68795250.15956278,True,0.019418222021191273
2001-09-30,VoiceStream Wireless Corporation,VoiceStream Wireless Corporation,68505152.62718423,False,0.019336338776658246
2001-09-30,AMAT,"Applied Materials, Inc.",79802093.84154241,True,0.02252502567222091
2001-09-30,Yahoo Inc.,Yahoo Inc.,62062257.42598985,False,0.01751776018023069
2001-12-31,September,September,2708.665595765253,False,2.5126952493940514e-07
2001-12-31,MSFT,Microsoft Corporation,826351397.8682479,True,0.07665653652484421
2001-12-31,INTC,Intel Corporation,908942356.7875023,True,0.08431809173652324
2001-12-31,ORCL,Oracle Corporation,600064878.3493919,True,0.05566505409578837
2001-12-31,JDS Uniphase Corporation,JDS Uniphase Corporation,673166123.7625337,False,0.06244629547019643
2001-12-31,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",646207102.8364192,False,0.05994544029208705
2001-12-31,QCOM,"Qualcomm, Inc.",426808348.0427693,True,0.039592901767034235
2001-12-31,Veritas Software Corporation,Veritas Software Corporation,467310497.70153785,False,0.04335008608675764
2001-12-31,OSIS,"Siebel Systems, Inc.",719843039.5250844,True,0.06677628233444027
2001-12-31,VPER,"Juniper Networks, Inc.",363426825.7004495,True,0.03371331108083452
2001-12-31,FULO,Nextel Communications Corporation,84128135.21691026,True,0.007804151462269719
2001-12-31,"Network Appliance, Inc.","Network Appliance, Inc.",337324142.63077223,False,0.03129189413486092
2001-12-31,CIEN,Ciena Corporation,356903282.4503589,True,0.03310815420361254
2001-12-31,NIU,"I2 Technologies, Inc.",319344260.12298775,True,0.029623989265666107
2001-12-31,"PMC-Sierra, Inc.","PMC-Sierra, Inc.",300273901.35033524,False,0.027854926300964984
2001-12-31,Inc.,Inc.,299454673.56689286,False,0.02777893058695564
2001-12-31,"Xilinx, Inc.","Xilinx, Inc.",298953287.3761215,False,0.027732419467176493
2001-12-31,VRSN,"Verisign, Inc.",197747697.2333676,True,0.01834407688397273
2001-12-31,AMGN,"Amgen, Inc.",190914055.40032384,True,0.017710153693277112
2001-12-31,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc.",255163364.6752934,False,0.023670244685847767
2001-12-31,GOLD,"WorldCom, Inc.",251421222.61912468,True,0.02332310465565012
2001-12-31,Applied Micro Circuits Corporation,Applied Micro Circuits Corporation,241410327.74304458,False,0.022394443397625648
2001-12-31,IMNM,Immunex Corporation,240360268.83186385,True,0.022297034620335724
2001-12-31,Global Crossing Ltd.,Global Crossing Ltd.,236646574.53611466,False,0.02195253354832375
2001-12-31,Dell Computer Corporation,Dell Computer Corporation,234881735.34119704,False,0.02178881813554091
2001-12-31,SDL Incorporated,SDL Incorporated,222115554.67145017,False,0.020604562627148534
2001-12-31,ALGN,Linear Technology Corporation,251243941.02877605,True,0.0233066591183874
2001-12-31,NTRA,Altera Corporation,214603369.94914356,True,0.0199076943650116
2001-12-31,VoiceStream Wireless Corporation,VoiceStream Wireless Corporation,213698425.08859035,False,0.01982374710125078
2001-12-31,AMAT,"Applied Materials, Inc.",207609237.2945278,True,0.019258883233716533
2001-12-31,Yahoo Inc.,Yahoo Inc.,193600133.13967618,False,0.017959327854374207
2002-03-31,September,September,1891.8751489252897,False,1.4298686974398753e-07
2002-03-31,MSFT,Microsoft Corporation,2086499449.3181107,True,0.15769646593752681
2002-03-31,INTC,Intel Corporation,966616210.2728065,True,0.0730563146459316
2002-03-31,"Qualcomm, Incorporated","Qualcomm, Incorporated",942812902.0333924,False,0.0712572738706254
2002-03-31,CSCO,"Cisco Systems, Inc.",641960987.6975405,True,0.048519053797378614
2002-03-31,ORCL,Oracle Corporation,522555622.10374135,True,0.03949446278956682
2002-03-31,AMGN,"Amgen, Inc.",676433107.6300285,True,0.05112443741658087
2002-03-31,Dell Computer Corporation,Dell Computer Corporation,383793508.64956015,False,0.029006899562604133
2002-03-31,CMCSV,Comcast Corporation,347895296.8272729,True,0.02629373271288293
2002-03-31,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc.",347570583.5455276,False,0.02626919106395465
2002-03-31,GOLD,"WorldCom, Inc.",345945962.94350225,True,0.026146403143971052
2002-03-31,ALGN,Linear Technology Corporation,341240148.54032797,True,0.025790740313108084
2002-03-31,"Concord EFS, Inc.","Concord EFS, Inc.",300354732.1048232,False,0.022700643317218494
2002-03-31,IMNM,Immunex Corporation,295949593.9488376,True,0.022367705429603663
2002-03-31,AMAT,"Applied Materials, Inc.",346951718.45883924,True,0.026222417585488232
2002-03-31,Genzyme General,Genzyme General,255663418.33942038,False,0.01932289872149746
2002-03-31,Chiron Corporation,Chiron Corporation,254793846.90571427,False,0.019257176996998325
2002-03-31,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",253353968.24289414,False,0.019148351769855423
2002-03-31,PAYX,"Paychex, Inc",283720684.4300685,True,0.021443451261211763
2002-03-31,"Biomet, Inc","Biomet, Inc",229542500.4876851,False,0.017348694302891314
2002-03-31,"Xilinx, Inc.","Xilinx, Inc.",225152663.73470312,False,0.017016912886790695
2002-03-31,BIIB,"Biogen, Inc.",253101093.6426483,True,0.019129239648451715
2002-03-31,BBBY-WT,"Bed Bath & Beyond, Inc.",214262080.18532288,True,0.01619380864954975
2002-03-31,INTU,"Intuit, Inc.",217477876.62013122,True,0.016436856752490542
2002-03-31,EBAY,eBay Inc.,208072652.50783062,True,0.01572601515397254
2002-03-31,NTRA,Altera Corporation,192277451.88894963,True,0.014532222691105701
2002-03-31,BNSOF,Flextronics International Ltd.,194475902.79333752,True,0.014698380385646397
2002-03-31,JDS Uniphase Corporation,JDS Uniphase Corporation,185395796.21698967,False,0.014012110989364451
2002-03-31,Inc.,Inc.,184019961.45163974,False,0.01390812616431186
2002-03-31,COST,Costco Wholesale Corporation,169947436.0466127,True,0.012844532534361908
2002-03-31,FULO,Nextel Communications Corporation,106184036.98402919,True,0.008025330357423978
2002-03-31,CTAS,Cintas Corporation,188505693.85490888,True,0.014247155320235278
2002-03-31,ORIC,IDEC Pharmaceuticals Corporation,177002607.93822578,True,0.01337775849531424
2002-03-31,"MedImmune, Inc.","MedImmune, Inc.",176218360.92465457,False,0.013318485542952495
2002-03-31,VRSN,"VeriSign, Inc.",159653384.10598236,True,0.012066513823767343
2002-03-31,FISV,"Fiserv, Inc.",205753375.00830835,True,0.015550725452687156
2002-03-31,SBUX,Starbucks Corporation,183201597.3481652,True,0.013846274661302723
2002-03-31,"PeopleSoft, Inc.","PeopleSoft, Inc.",166752920.96853125,False,0.012603092864506149
2002-06-30,September,September,1369.3270712175697,False,1.3261835707477583e-07
2002-06-30,MSFT,Microsoft Corporation,1892414918.232364,True,0.1832790446015336
2002-06-30,INTC,Intel Corporation,581149459.1103858,True,0.05628391353833703
2002-06-30,"Qualcomm, Incorporated","Qualcomm, Incorporated",682401917.7908791,False,0.0660901424534266
2002-06-30,CSCO,"Cisco Systems, Inc.",528963531.15904784,True,0.05122974337490394
2002-06-30,ORCL,Oracle Corporation,386609654.19801426,True,0.037442871207825135
2002-06-30,AMGN,"Amgen, Inc.",474681809.8441911,True,0.0459725971084782
2002-06-30,Dell Computer Corporation,Dell Computer Corporation,277787274.4139369,False,0.02690350079495568
2002-06-30,CMCSV,Comcast Corporation,251804379.46207678,True,0.024387075820242916
2002-06-30,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc.",251569354.07610968,False,0.02436431377805959
2002-06-30,GOLD,"WorldCom, Inc.",250393464.1279411,True,0.024250429669357792
2002-06-30,ALGN,Linear Technology Corporation,252388935.88174978,True,0.024443689695498896
2002-06-30,"Concord EFS, Inc.","Concord EFS, Inc.",217394824.32182255,False,0.021054534774138555
2002-06-30,IMNM,Immunex Corporation,214206413.64214787,True,0.02074573945787993
2002-06-30,AMAT,"Applied Materials, Inc.",243192274.23184732,True,0.0235529995278838
2002-06-30,Genzyme General,Genzyme General,185047538.7083885,False,0.017921723071184534
2002-06-30,Chiron Corporation,Chiron Corporation,184418148.49455348,False,0.017860767074715754
2002-06-30,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",183375973.5744018,False,0.01775983317177892
2002-06-30,PAYX,"Paychex, Inc",224278427.99323666,True,0.021721206914670412
2002-06-30,"Biomet, Inc","Biomet, Inc",166141386.28086174,False,0.016090675598125773
2002-06-30,"Xilinx, Inc.","Xilinx, Inc.",162964050.6583188,False,0.01578295289330688
2002-06-30,BIIB,"Biogen, Inc.",139540179.4228594,True,0.013514367553198497
2002-06-30,BBBY-WT,"Bed Bath & Beyond, Inc.",155081516.29340866,True,0.01501953502256375
2002-06-30,INTU,"Intuit, Inc.",281882055.2787402,True,0.027300077421742577
2002-06-30,EBAY,eBay Inc.,226367154.24187475,True,0.021923498572591876
2002-06-30,NTRA,Altera Corporation,139169183.65666947,True,0.013478436875986327
2002-06-30,BNSOF,Flextronics International Ltd.,201814623.2066625,True,0.01954560333020684
2002-06-30,JDS Uniphase Corporation,JDS Uniphase Corporation,134188285.51877399,False,0.01299604041885855
2002-06-30,Inc.,Inc.,133192465.15991673,False,0.012899595922354267
2002-06-30,COST,Costco Wholesale Corporation,164826095.06545693,True,0.01596329057541767
2002-06-30,FULO,Nextel Communications Corporation,171264567.27003953,True,0.016586852048633947
2002-06-30,CTAS,Cintas Corporation,186880034.60340682,True,0.018099199000823105
2002-06-30,ORIC,IDEC Pharmaceuticals Corporation,128113349.79668567,True,0.012407687196511271
2002-06-30,"MedImmune, Inc.","MedImmune, Inc.",127545716.8496518,False,0.012352712347595
2002-06-30,VRSN,"VeriSign, Inc.",42515102.76472523,True,0.004117557593095495
2002-06-30,FISV,"Fiserv, Inc.",164235832.4096057,True,0.01590612405522905
2002-06-30,SBUX,Starbucks Corporation,196824768.67652395,True,0.019062339452833338
2002-06-30,"PeopleSoft, Inc.","PeopleSoft, Inc.",120694692.25626521,False,0.011689195467697247
2002-09-30,September,September,1087.067051741678,False,1.3160290037714346e-07
